timestamp,turbidity,dissolved_oxygen,turbidity_setpoint,do_setpoint,coagulant_dose,aeration_rate
2023-01-01T15:01:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:02:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:03:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:04:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:05:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:06:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:07:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:08:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:09:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:10:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:11:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:12:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:13:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:14:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:15:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:16:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:17:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:18:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:19:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:20:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:21:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:22:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:23:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:24:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:25:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:26:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:27:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:28:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:29:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:30:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:31:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:32:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:33:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:34:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:35:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:36:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:37:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:38:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:39:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:40:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:41:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:42:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:43:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:44:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:45:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:46:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:47:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:48:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:49:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:50:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:51:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:52:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:53:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:54:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:55:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:56:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:57:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:58:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T15:59:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:00:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:01:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:02:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:03:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:04:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:05:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:06:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:07:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:08:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:09:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:10:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:11:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:12:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:13:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:14:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:15:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:16:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:17:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:18:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:19:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:20:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:21:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:22:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:23:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:24:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:25:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:26:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:27:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:28:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:29:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:30:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:31:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:32:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:33:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:34:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:35:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:36:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:37:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:38:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:39:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:40:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:41:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:42:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:43:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:44:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:45:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:46:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:47:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:48:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:49:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:50:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:51:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:52:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:53:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:54:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:55:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:56:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:57:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T16:58:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T16:59:00,0.09765625,8.368279525945656,5.0,8.5,0,20
